content,label,cleaned_text
"6 bulan kemudian kejadian yg sama berulang. Sudah booking melalui app, mendapat pemberitahuan per telpon jadwal waktu service di reassign ke jam lebih lambat.... What a waste.....",negatif,jadi yg ulang booking aplikasi pemberitahuan telpon jadwal service reassign jam lambat what waste
"Tidak dapat registrasi, kendaraan tidak terdaftar",negatif,tidak registrasi kendara tidak daftar
Tidak bisa registrasi. Muncul notif : cURL error 7: failed to connect to....... Tolong diperbaiki sistem applikasi nya,negatif,tidak registrasi muncul notif curl error failed to connect to tolong baik sistem applikasi nya
"Membuatku Terharu...ketika mencoba apps ini. Sangat diluar ekspetasi, baru mau register selalu gagal padahal data udah valid.",negatif,buat haru coba apps luar ekspetasi register gagal data valid
"Kemarin ganti oli request engine flush, SA nya ga tau engine flush apa, malah dikasi engine cleaner. Mohon customer dimengerti. SA nya ditraining kalau ga tau engine flush pas ganti oli",negatif,kemarin ganti oli request engine flush sa nya tidak tau engine flush kasi engine cleaner mohon customer erti sa nya ditraining tidak tau engine flush pas ganti oli
"BUTUT! aplikasi tdk bisa booking pdhl sdh pilih bbbrp bengkel n waktu yg kosong. Akhirnya pake sistem jadul, telpon lsg bengkel.",negatif,butut aplikasi tidak booking pdhl sdh pilih brp bengkel yg kosong pake sistem jadul telpon lsg bengkel
"Susah sekali untuk booking melalui aplikasi ini. Sebaiknya belajar dari aplikasi auto 2000 toyota atau aplikasi honda fatmawati grup, aplikasi mereka jauh lebih oke.",negatif,susah booking aplikasi ajar aplikasi auto toyota aplikasi honda fatmawati grup aplikasi oke
Aplikasi ini kenapa membutuhkan read storage ya? Tidak ada hubungannya dengan booking dan lain lain,negatif,aplikasi butuh read storage ya tidak hubung booking
"Mau install tapi ragu musti grant gps, write storage ,read storage , cell phone 😞 tak install aja deh. Manual by phone aja",negatif,install ragu musti grant gps write storage read storage cell phone install deh manual by phone
Good aplikasi,positif,good aplikasi
Lebih bagus lagi jika dilengkapi dengan history servis.,positif,bagus lengkap history servis
"Pada saat registrasi d apps, muncul pesan kendaraan tidak ditemukan atau belum terdaftar. Mhn saran nya?",negatif,registrasi apps muncul pesan kendara tidak temu belum daftar mhn saran nya
"gak bisa registrasi, katanya kendaraan tidak dikenal atau belum terdaftar, aplikasi yang aneh....",negatif,tidak registrasi kendara tidak kenal belum daftar aplikasi aneh
"saya registrasi aja belum bisa, masa keterangannya kendaraan anda belum terdaftar.",negatif,registrasi belum terang kendara belum daftar
"Saya coba booking via phone Honda Pradana Sawangan 12-Agu-2019 jam 10.00 masih bisa, tapi via aplikasi tidak ada slot utk servis di jam tsb. Mohon dikonfigurasi ulang ya. Kalau bisa online dan semua jm slot servis terinfo, kalau berfungsi kan aplikasi ini bisa luar biasa manfaatnya. Saya uninstall deh.",negatif,coba booking via phone honda pradana sawangan agu jam via aplikasi tidak slot utk servis jam tsb mohon konfigurasi ulang ya online jm slot servis info fungsi aplikasi manfaat uninstall deh
registrasi ribet,negatif,registrasi ribet
"booking service susah sekali dan di telp pada gak diangkat. Honda kalo belum siap untuk online service, mendingan dipending aja dulu e-care nya dari pada bikin kecewa customer. update : Di honda trio motor banjarbaru.",negatif,booking service susah telp tidak angkat honda kalo belum online service mending pending care nya bikin kecewa customer update honda trio motor banjarbaru
"lupa password minfa ganti tp tetap ga bisa masuk,paraaahhhh",negatif,lupa password minfa ganti tidak masuk parah
"dihapus saja aplikasi nya,percuma hanya buang buang waktu,daripada memberikan harapan sia sia buat costumer .nomor telepon tidak ada yang pernah diangkat.mobil honda saya mogok di jalan malah tidak memberikan solusi,lebih baik langsung cari bengkel pinggir jalan.",negatif,hapus aplikasi nya buang buang harap sia sia costumer nomor telepon tidak angkat mobil honda mogok jalan tidak solusi langsung cari bengkel pinggir jalan
baru register aja gagal. Mobil tidak terdaftar katanya. sampah....,negatif,register gagal mobil tidak daftar sampah
good appl. first using for booking service and get quick respon from call center for confirmation...,positif,good appl first using for booking service and get quick respon from call center for confirmation
very good app .sangat membantu bgt! tingkatkan lagi,positif,very good aplikasi bantu banget tingkat
jgn lupa share like and subscribe,positif,jgn lupa share like and subscribe
booking service jadi lebih mudah,positif,booking service mudah
Good apps Friendly user,positif,good apps friendly user
Honda is the best,positif,honda is the best
layanan yang bagus,positif,layan bagus
"Tidak bisa add dealer, bagaimana bisa booking?",negatif,tidak add dealer booking
booking jadi gampang bgt..,positif,booking gampang banget
application that will make booking service easier and helpful.,positif,application that will make booking service easier and helpful
mau registrasi tp gagal terus... katanya nomor mesin tidak terdaftar..capek deh,negatif,registrasi gagal nomor mesin tidak daftar capek deh
uninstalled. kebanyakan error nya daripada bener nya. exception error terus. don't bother to install guys.,negatif,uninstalled banyak error nya bener nya exception error don bother to install guys
sekelas honda bikin apps gini? kalah ama anak2 smk... parah,negatif,kelas honda bikin apps gin kalah ama anak smk parah
Kok kendaraan tdk terdaftar trus ya,negatif,kendara tidak daftar trus ya
Aktifasi email aja gak pernah sampai emailnya,negatif,aktifasi email tidak email
Berberap hal yg harus diupdate 1. Honda cakra pangukir salemba tidak masuk ,negatif,rap yg diupdate honda cakra pangukir salemba tidak masuk
Good app provided by HPM,positif,good aplikasi provided by hpm
