user;tanggal;score;content;;
Ahmad Latif;27/01/2025;5;sangat membantu;;
erwin ardiansyah;26/01/2025;5;oke;;
Yobi Efrizal;25/01/2025;5;siip;;
Enal UMTL;25/01/2025;5;penanganan cepat;;
Rinaldi Afriyanto;24/01/2025;5;mudah digunakan.;;
Yuli Nurul;24/01/2025;5;memudahkan untuk booking service;;
Gusti Herry;24/01/2025;5;keren;;
Leo Firlianda;23/01/2025;5;ringkas dan mudah digunakan;;
Wahyu Perdana;23/01/2025;5;mantap;;
Wahyu Trihandoko;23/01/2025;5;Aplikasi sangat membantu sekali walaupun ganti atau tambah unit mobil Honda lainnya;;
Agus Suherie;23/01/2025;5;dengan adanya booking service memudahkan pelanggan untuk daftar antrean online.;;
Dandan Wicaksono;22/01/2025;5;Bagus dan ada catatan maintenance;;
Budi yanto;22/01/2025;5;good;;
Edy Hate;21/01/2025;5;mantap lancar;;
Ridwan Habri;21/01/2025;5;Terpercaya;;
Shandy Sorby;20/01/2025;5;Sangat bagus;;
Yanti;20/01/2025;5;Sangat bagus;;
Rudiyanto java;20/01/2025;5;sangat mudah;;
Sapto Nugroho;18/01/2025;5;sangat responsip dan membantu dalam booking service;;
Hanif Aufa Diony Nandana;18/01/2025;5;keren..;;
DEDY WIDODO;17/01/2025;5;lebih mempermudah;;
YOGA SETYAWAN;17/01/2025;5;good Job;;
Mahmud Yunus;16/01/2025;5;mantap;;
Hadi Prabowo;16/01/2025;4;pada pengisian : tanpa service berkala hanya satu pilihan yaitu 72 bulan/120.000 km. Sebaiknya bisa diisi sesuai km mobil;;
Ayam penyet ABP;15/01/2025;5;Mantep;;
Deddy Winoto;15/01/2025;5;adanya booking service dari honda e-care sangat membantu sekali, good job👍👍👍;;
Nasyiah 73;14/01/2025;4;masih agak bingung;;
marsen renold;14/01/2025;5;sangat puas;;
Arief Rian Abidin;14/01/2025;5;bagus aplikasi sangat membantu;;
Rohmat Hidayat;14/01/2025;5;ok;;
Floriberta Binarti;13/01/2025;4;agak ribet di awal karena harus nunggu verifikasi data;;
Imam Nurwahyudi;13/01/2025;5;mantap;;
raeli rofsasantani;13/01/2025;5;bagus;;
Didin Ruhudin;13/01/2025;5;honda e care memudahkan customer;;
Rafael Benjamin93;13/01/2025;5;mempermudah proses booking service 👍;;
Mohammad Idris;13/01/2025;5;ok sangat berguna;;
Delila Sandra;11/01/2025;5;pelayanan maksimal;;
GenoL Sudarsono;11/01/2025;5;Booking service yg mudah dan tidak ribet;;
Sony Petrus;09/01/2025;5;pelayanan cepat ...pertahankan selalu;;
supri iday;08/01/2025;5;baik;;
Rizal Fadli;08/01/2025;5;pelayanan sangat baik;;
Yundy Tamulu;08/01/2025;5;sangat membantu;;
Vicko Devino;08/01/2025;5;sangat membantu;;
MyCR-V;07/01/2025;3;Sudah bagus, hanya perlu di maksimalkan lagi keterangannya, Contoh Asal mobil dudapatkan dari mana atau tempat pembelian Mobilnya/Motornya, Mutasi dserahnya, atau riwat lengkap terkait Mobil/motor termasuk pindah tangan. Ok Terima Kasih;;
Mank Oedjank;07/01/2025;3;klu playanannya baik tambah jd bintang 5;;
Yoga Purnomo;07/01/2025;4;lebih berguna dan bermanfaat jika ada asumsi rincian biaya service yang di perlukan;;
Aroy Sandria;07/01/2025;5;mantapp;;
Yosep Arif Budiawan;06/01/2025;5;Ok;;
Franky Gerungan;06/01/2025;5;good;;
Sayogi88 Yogi;06/01/2025;5;oh yes banget;;
Gede Data;06/01/2025;5;Pelayanan sangat bagus cepat di mengerti memuaskan;;
Andreas Mulyatno;06/01/2025;3;agak ribet;;
Dizi Budianto;06/01/2025;5;tidak perlu menunggu antrian service;;
Abdullah Shahab;06/01/2025;5;praktis;;
Tri Krisdianto;06/01/2025;5;Mantabs;;
Sudirman Iman;05/01/2025;5;mntappp;;
Hamruni;04/01/2025;5;bagus dan membantu costumer dalam melakukan booking service dan lain2;;
rakha rajendra;04/01/2025;5;pelayanan bagus;;
Machnun Kediri;03/01/2025;5;ok mantap.;;
ibnu mukhlis;03/01/2025;4;ok.mantap;;
Nuir isra Arahap;03/01/2025;5;sangat membantu dan the best untuk honda;;
Tirta Sudirmam;02/01/2025;5;pelayanan ramah,,dan sangat baik;;
Yakub Usuli;02/01/2025;4;sejak sevice berkala yg pertama s.d sekarang sy sllu menggunakn aplikasi Honda e-Care ut booking service, sbb lebih mudah & sllu mendapatkn prioritas dlm pelayanan...;;
Fahrurazi Tarok;02/01/2025;5;mantap;;
Ifan;01/01/2025;5;boking lancar;;
masrul nazaruddin;01/01/2025;5;Aplikasi bagus, sangat membantu;;
Kurnia Endah Lestari;31/12/2024;5;ok punya swipp;;
Liston Sirait;30/12/2024;5;Sangat puas;;
ZAENUDDIN EFFENDI;29/12/2024;5;Dijelang akhir tahun 2024 dan memasuki awal tahun 2025, semoga Honda IKM Ciledug semakin ber JAYA dan semakin SUKSES di tahun 2025 ini. Aamiin.;;
Zainul Irfan;29/12/2024;5;Bisa booking Service Online disini;;
mashudi;29/12/2024;5;pelayanannya sangat memuaskan;;
Bendul Merisi;28/12/2024;5;menu mudah dipahami;;
jj a;28/12/2024;5;okay;;
Muhammad Roffi;28/12/2024;3;Biasa saja;;
Muhammad Ali;27/12/2024;5;sangat membantu terutama untuk pemesanan boking services kami yg berlokasi jauh dari dealer/bengkel honda;;
Prima Hikmat Septian;27/12/2024;5;Mantapp aplikasinya, memberikan kemudahan dalam pendaftaran service;;
Riyan Indriyanto;27/12/2024;5;ok;;
Loeysito Sie;27/12/2024;5;aplikasi nya oke sih;;
Riyadi Santoso;26/12/2024;1;aplikasi tidak bisa di pakai;;
M.R. Ibnu Romadhan;26/12/2024;5;Memudahkan dalam booking service dan update informasi layanan honda lainnya;;
Heru Subroto;26/12/2024;5;good;;
Taufiq Rachman;26/12/2024;5;aplikasi nya bagus dan sangat membantu untuk service dan emergency;;
Eko Agustian;25/12/2024;5;Fast dealer response, good problem handling & solving, comfortable communication;;
Estiyanto Sri Nugroho;25/12/2024;5;aplikasi cukup membantu, kekuranganya adalah tidak ada menu perhitungan estimasi biaya service;;
jane stanley;24/12/2024;1;Aplikasi tidak mendukung LOG IN SIDIK JARI;;
Cahyono Puspodiharjo;23/12/2024;5;pelayanan nya bagus, baru booking 1 hari langsung di kerjain ama beres 👍;;
Abdul Dolah;23/12/2024;5;GooD Aplikasi from Honda e care...;;
bagus sharp denpasar;23/12/2024;5;Mau tanya itu bagaimana cara membuka dan mau baca kotak pesan ya , kok gak bisa di klik sama sekali min;;
Ade Irfan;23/12/2024;4;jadi lebih cepat dan efisien;;
Melly Aryani;22/12/2024;4;Ini kenapa ya aplikasinya ngga bisa dibuka, minta di update tapi ngga muncul ngga bisa di-update. Jadinya sekarang di-update ga bisa, dibuka juga ga bisa. Gimana ni?;;
Christian Bernhard;22/12/2024;5;ok;;
Fachry Amirudha;21/12/2024;5;mantapp;;
Ardi Nugroho;20/12/2024;5;Good !!!;;
Hery Trijantan;20/12/2024;5;Pelayanannya sangat cepat dan baik,pertahankan dan tingkatkan.;;
wahyudiyono yudi;18/12/2024;4;susahnya menganti nopol lama dgn nopol baru;;
Nafthalena Lena;17/12/2024;5;sangat baik dan mudah;;
Andri Christian;17/12/2024;5;sangat membantu;;
Tri Wahyuni;17/12/2024;5;Mantap. Sangat membantu sekali;;
Frandika Septa;17/12/2024;5;mantap;;
Arif Permono adi;16/12/2024;5;Sangat membantu untuk pengecekan;;
Fajrin Hutabarat;16/12/2024;5;keren utk layanan konsumen;;
WhydblacK;16/12/2024;3;sparepart cab palu maaih kurang ready;;
Jumrah Suherman;15/12/2024;5;good;;
Budi Manfaat;15/12/2024;5;Terimakasih atas layanannya yang selalu memuaskan.;;
Ridwan Rosyadi;15/12/2024;5;bagus service appsnya;;
Agus Setiono;15/12/2024;5;bagus banget;;
Yoqi Muttaqien;14/12/2024;5;sangat mudah dan membantu;;
ZKZ;14/12/2024;5;mantul banget;;
Ardan Syarifuddin Kadir;14/12/2024;5;good;;
Maryanti Tirtowijoyo;14/12/2024;3;masih membingungkan;;
Andrian Bella;14/12/2024;2;Sering logout sendiri dan susah untuk login kembali;;
Yudi Hendra;13/12/2024;5;mantap, cepat dan gampang;;
Diandra Raditya;13/12/2024;1;Bug nya banyak banget sinyal full plus wifi gak konek² bener² ni aplikasi;;
Andik Blueagel;13/12/2024;5;booking lebih efisien;;
Mokhamad Sirojudin;12/12/2024;5;mantap;;
Sigit Aryanto;12/12/2024;5;jhoss gandhos;;
Firman Sitohang;12/12/2024;5;Coba dlu;;
Dani HD;12/12/2024;5;aplikasi yg mendukung mempermudah booking service dan informasi informasi yang lainnya;;
Alex;10/12/2024;5;Baik;;
jackson jackson;10/12/2024;5;mantap sekali;;
ROMMY SULING;10/12/2024;5;oke oke Mantap;;
Euis Selvia;09/12/2024;5;Jadi gampang buat boking servicenya;;
Gufron Alkiandra;09/12/2024;4;sepp dah..;;
M Tri Wardoyo;09/12/2024;5;ok sangat membantu;;
Mkdarhdm;09/12/2024;5;👍🌹;;
zay zay;08/12/2024;5;good;;
supriyadi;08/12/2024;5;pelayanan bagus;;
M khoirul Hamzah;08/12/2024;5;sudah memadai dan pertahankan;;
Fearman Syah;07/12/2024;5;sangat membantu. trimakasih;;
Slamet Munaji;07/12/2024;5;good;;
al hafi;07/12/2024;5;ok;;
Ami Seba;06/12/2024;5;pelayanan baik dan cepat respon petugasnya, ruang tunggu dan fasilitasnya baik;;
sarniti apt;06/12/2024;5;sangat mudah di mengerti;;
Jeane Ratunuman;06/12/2024;5;Sangat membantu;;
Lufthy Safwan;04/12/2024;5;good;;
Neils Hunt;04/12/2024;5;Keren layanannya;;
widarto darto;04/12/2024;5;mudah dalam melakukan pendaftaran;;
Danny Setyanto;04/12/2024;5;App yang memudahkan;;
ben sasongko;02/12/2024;5;fungsional banget;;
Abas Basrurowi;02/12/2024;5;Mudah digunakan, dan berguna banget. Saran : Hp Android Tema Gelap, kursor huruf tidak muncul;;
rismawati wati;02/12/2024;5;Menarik;;
Ferry Nurdiansyah;02/12/2024;5;nice APP;;
Opik Gaming;02/12/2024;5;mantul;;
Nasution Iqbalkadir;01/12/2024;5;mantap;;
Agus Suroto;01/12/2024;5;Gampang akses dan prosedur nya. Membantu memudahkan pemilik Honda merawat mobil. Banyak Promonya juga.;;
BAYANAKA Susanto;29/11/2024;5;aplikasinya bagus mempermudah customer dan maintenance kendaraan;;
Edi Wicaksono;29/11/2024;5;Baik;;
Gianluigi Gibran;29/11/2024;5;good aplikasi;;
Pangadilan Sinaga;28/11/2024;1;Gila cuman ngecek2 aja GK ad d lihat mahal x bayaran a mending ke bengkel yg d kenal aja dri pada ke dealer;;
Ferdinand Simamora MSc;28/11/2024;5;memuaskan;;
King Alekdjuma;28/11/2024;5;harus byk yg free dan promo;;
Hendricus PJ;26/11/2024;5;durasi waktu pengerjaan service rutin kalau bisa lebih cepat;;
Erik Gian JRA FAMILY OFFICIAL;26/11/2024;5;Salah satu aplikasi yang sangat bermanfaat untuk perawatan kendaraan Honda. Alur proses yang simple sehingga memudahkan customer untuk berinteraksi👍Sukses untuk Honda💪;;
Andika Gifari Dwitama;25/11/2024;5;Aplikasi yang sangat membantu untuk servis mobil. Prosesnya mudah dan cepat;;
Ahmad Syafii;25/11/2024;5;Baik;;
Rian Rizaldi;25/11/2024;3;system masih slow respond;;
HMBE68;25/11/2024;5;honda e-care is excellence services.....👍;;
Maman Sadapotto;25/11/2024;5;mudah Di Akses;;
Didi Saputra;25/11/2024;5;oke juga;;
Fasih Fasih;21/11/2024;5;ok;;
Esa Adetama;20/11/2024;5;baru coba;;
mang kadick;20/11/2024;5;mantap;;
ns 71;20/11/2024;5;Bagus aplikasi nya , mudah digunakan;;
Handi Speed;19/11/2024;5;terbaikkkkkkk;;
Arya Hakiem;19/11/2024;5;pokoke is the best;;
Miftaqul Ulum;19/11/2024;5;👍;;
BASARI BACHRI;19/11/2024;5;layanan profesional;;
ibrahim triadi wibowo;17/11/2024;5;aplikasi sangat ok;;
Istahal Ammar;16/11/2024;5;bagus;;
jhonveris alvredo;14/11/2024;5;respon cepat;;
Pia Kinaa;14/11/2024;5;Aplikasi sangat membantu;;
Muhammad Nur;14/11/2024;5;ringkas;;
Fahma Kurniasih;14/11/2024;5;pelayanan baik;;
diskop_ukm jeneponto;13/11/2024;2;kalau bisa waktu pengerjaannya lebih pendek lagi;;
Togu Manurung;13/11/2024;5;sangat membantu..;;
Arman Hermawan;13/11/2024;5;pelayanan nya ramah, bagus, keren dah LPPM;;
Sarah;12/11/2024;5;sangat bermanfaat;;
yudhi suryanata;11/11/2024;5;bagus dan terpercaya;;
Sarti Ningsih;11/11/2024;5;bagus;;
Bungaa Gwoon;10/11/2024;5;mempermudah proses dlm antrian boking service;;
euisaat sukandar;09/11/2024;5;terimakasih atas pelayanan yang luar biasa;;
• KawaiiCookieCupcake •;02/11/2024;1;berulang2/sering minta verifikasi berulang2.& ganti2 password;;
syihab mochza;02/11/2024;5;aplikasi yang membantu proses service berkala ajib bre;;
Bobby Orboy;30/10/2024;5;Bagus;;
Bhien90 Sip;30/10/2024;5;membantu dan cepat;;
Muhammad diah;22/10/2024;5;Amal didunia;;
didiet dinarta;22/10/2024;4;Memuaskan;;
Priyo Utomo;10/10/2024;5;Pelayanan baik;;
Eka Prasetya;07/10/2024;3;setelah update kemarin kok malah tidak bisa dibuka.;;
BUDI SANTOSO;07/10/2024;1;Jelek banget;;
bambang heryanto;03/10/2024;5;Memuaskan;;
Januar Chandra;18/09/2024;5;Sangat membantu;;
Pudjianto Pudjianto;07/09/2024;5;Sy selaku pelanggan Honda HI selama ini tdk ada kendala yg berarti yg saya temukan...tks;;
Muhammad Irham;03/09/2024;5;ok;;
Ferry Widjaja;31/08/2024;5;Sebenarnya bagus, hanya tidak ada feature progress servicenya;;
Lili;28/08/2024;2;Error terus saat mau booking service - pemilihan dealer;;
alec jeep;28/08/2024;5;Mantap;;
Selfidevira 16;13/08/2024;5;Sangat memuaskan ramah dan baik semua petugas nya .selalu berikan yg terbaik buat belanggan nya;;
prasetyo 8787;04/08/2024;5;aplikasi ini sangat bagus;;
Dharma Yasa;29/07/2024;5;Sangat memuaskan petugasnya sangat ramah dan cepat dalam pelayanan;;
Yusuf Hadikusumah;18/07/2024;5;Pelayanan ramah dan cepat;;
Dicky Andrianto;25/06/2024;5;Pelayanan ramah dan profesional;;
UGENG GENA A PUTRI;23/06/2024;5;Sangat memuaskan;;
Malaikat Shubuh;23/06/2024;5;Nice Nice;;
Haerul Hamka;19/06/2024;5;Pelayanan Sales sangat memuaskan;;
Har Min;18/06/2024;5;Tanks atas petunjuknya;;
Samsung J7;16/06/2024;5;Pas;;
Danny Depramez;11/06/2024;5;Mempermudah proses booking service;;
Tonni Budiardjo;30/05/2024;5;Good;;
ali hanafi;27/05/2024;3;Tidak ada estimasi biaya servis, kedepannya mungkin bisa ditambahkan;;
Muhamad Farhanreal;18/05/2024;1;Suruh daftar tapi nungguin kode verifikasinya lama amat si;;
Kenzy Vip;14/05/2024;1;Kok gk bisa tandain lokasi gps aktif semua mau boking service maah susah;;
amiruddin abbas;11/05/2024;5;Responnya Cepat dan tepat waktu;;
Lexy Lusiono;08/05/2024;4;Mhn pencerahannya utk memindah mobil dari akun orang ke satu karena saya membeli mobil yg sdh terdaftar di honda ecare. Tks;;
Wardiar Mento;06/05/2024;5;Terima kasih saya sudah bisa register, sudah satu Minggu dicoba baru bisa hari ini, setelah di call me dari Honda pusat terimakasih Honda pusat bantuan nya;;
Sunaryo;05/05/2024;5;Oke;;
Jupriansyah;05/05/2024;1;Setelah update malah tidak bisa di buka ,error path;;
Fari Suriady;05/05/2024;1;Aplikasinya jelek, ndak beres, akhirnya di hapus.;;
Nola Ponsel;25/04/2024;5;Baik;;
Boby Permana;23/04/2024;1;Tolong bantuannya, aplikasi honda saya logout sendiri dan login lagi tidak bisa, keterangannya user id dan password salah. Di reset password dengan user id yg sama berhasil diubah, tapi di login dengan password yg sudah diubah keterangannya user id dan password salah. Dicoba berulang2 kali reset password dan login kembali keterangannya masih tetap sama.;;
Ali Yusuf Tumanggor;19/04/2024;4;Apk cepat respon;;
Tn. Triardi Syamsudin;15/04/2024;5;Servis kendaraan jadi mudah;;
Way Nonong;09/04/2024;1;Sebaiknya tdk usah pakai lampiran KTP, stnk saja cukup, jadi makin susah registrasi nya, padahal dulu sy sdh download dan kendaraan sdh terdaftar...skr malah susah memasukkan daftar kendaraan, tlg dibantu;;
Toni Men;05/04/2024;2;hari ini benar2 berasa dirugikan, mau service berkala tapi tiba pas mau bayar, tagihan nya di service tambahan banyak yg kita ga tau, tiba2 ada, sperti, wax body, cleaning glass dan perbersihn ac dll, sampai 2 jutaan, total 5 jutaan, di awal ga di kasi tau, knp bisa di masukin service tambahan sperti itu, padahal mobil sy pakai stiket wrapping full body, apa nya yg mau di wax body dan cleaning glass, mahal lagi, nipu2 halus caranya bgitu, @hondatebet;;
Murahmat Jansen;02/04/2024;4;Memudahkan bagi konsumen untuk melakukan perbaikan atau penggantian spare part mobil, bisa melihat riwayat perbaikan yang telah diperbaiki;;
tode kanasaki;02/04/2024;5;izin kak, booking tidak bisa di hari H, apakah menjamin dapat antrian jika langsung datang (pagi) ? trus masukan aja kak, untuk ketersediaan sparepart, alangkah baiknya sesama honda bisa nge-link (berkordinasi via telp, wasap), jadi kita konsumen ga random datangi cabang hanya untuk menanyakan ketersedian spare part, terimakasih, maaf bila ada kata yg kurang berkenan;;
Risang Ardi Toni P;01/04/2024;2;Aplikasi berhenti di 99% ketika di update, lalu aplikasi di hp tampilan info nya menjadi kosong. Akann kembali klo sudah diperbaiki;;
Ar Wahyu Pradana;30/03/2024;3;Sering crash bg dev keluar2 sendiri, terutama waktu di home page. Ada bug notif juga, semua pesan sudah diklik tp masih ada notif pesan tertinggal. Sudah coba relogin masih sama hasilnya.;;
zakia ridwan;22/03/2024;1;Aplikasi susah dipahami;;
Kanda Cong;22/03/2024;5;Sangat baik;;
Anggi Herdianto;18/03/2024;1;Gak bisa masuk, kolom email tidak bisa di isi;;
Wiwit Priyo S;16/03/2024;1;Mau masuk pertama kali, malah baris email-nya nggak bisa di klik..jadinya nggak bisa masuk.. trus gimana ini? Niat mau servis ke beres, nggak jadi akhirnya..;;
mura muri;12/03/2024;5;Ok sip;;
Wilryansaputra Ryan;06/03/2024;1;Update app ngebug;;
RR Aksesoris Sumbawa;27/02/2024;1;Vitur terbaru (rem/berhenti otomatis) new HRv benar2 membayahakan, hampir 3x saya dibuat celaka;;
yos suryadharma;12/02/2024;1;Kolom email tidak bisa dimasukan saat hendak menambahkan kendaraan pada aplikasi , tidak bisa disimpan karena email belum terisi;;
Raisza Ayunda;12/02/2024;1;Susah banget untuk tambah kendaraan semua salah, harua dibenahi lagi aplikasinya sangat tidak bermanfaat;;
Luky Ariesta;07/02/2024;1;sdh ke tujuh kali.... tetap tidak masuk;;
Aal Abdullah;07/02/2024;5;Pelayanan di Honda Komala Karawang, puas..bagus.. ramah2 pokok nya keren!!;;
Asep Septiawan;06/02/2024;1;Nomer mesin 3 dijid apaan ini . Di STNK aja bnyak aneh ny aplikasi .;;
Anas Rafiuddin;05/02/2024;1;Hadeuh gimana sih ini? Mau Daftar Mobil Kok Ga bisa bisa hadeuh bikin ribet aja. Dah dicoba 4x tetep ae ga bisa;;
Dwinta Rusdyawati;19/01/2024;5;bagus pelayananya memuaskan;;
Elite Sniper;17/01/2024;5;Service di union Honda Tangerang, Alhamdulillah aman lancar, pelayanan prima. Mantap terimakasih;;
Ikin Sadikin;11/01/2024;5;Pelayanan yg ramah dan memberikan penjelasan yg tepat, akurat dan pergantian sparepart yg original pada waktu service kendaraan,,,;;
Mahendra Yt;28/12/2023;1;Pengalaman saya ketika membeli paket mini 80rb km, (kesempatan terakhir membeli paket mini krn 90rb km tidak dapat beli lagi) di tgl 16 Des 23 saya tdk dapat datang servis utk ambil 1x servis lagi dan itu hangus. Saya tdk bs karena diluar kota dan sdh telp cs internusa cibinong dan pusat. Tetap tidak bisa. Apakah perusahaan besar sekaku ini? Untuk mempertahankan nasabah loh ini anda tetap kaku terhadap kebijakan anda. Padahal cuma minta kelonggaran sampai 29 Des 23, saya beli loh bkn hutang;;
Arta Deco;20/12/2023;5;Selalu puas dengan honda;;
Imam Kamalik;19/12/2023;4;STNK lambat;;
Maulana Ibrahim;18/12/2023;5;mohon update'an nya jgn lama. sudah service, tapi di aplikasi belum update.;;
Slamet Hidayat;17/12/2023;5;Best;;
Eko Rachmat Priyadi;15/12/2023;5;Memuaskan;;
Sartika Napitupulu;14/12/2023;5;Pelayanannya sangat bagus;;
Budi Setriana;13/12/2023;1;atm danamon nomor rekening:500000plat nomor civic hondaD1234DA;;
Cucu Latipah;12/12/2023;1;Daftar doang ge susah bener , no rangka atau mesin salah mulu padahal udah bener , heran sama apk ini;;
Ibnu bs;07/12/2023;1;gagal registrasi di otp.. sudah email ke ecare nunggu di follo up utk update bintang lagi;;
Dani Haryadi;06/12/2023;5;Sangat membantu untuk booking service;;
Farhan M;29/11/2023;5;Sangat memuaskan. Pelayanannya ramah. Sangat baik..;;
Irwan Efendi;25/11/2023;5;Jempol 4 Buat Mas Muhkti Sales Honda Gajah Mada.;;
ccoanugerah kasihputera;23/11/2023;5;Ok;;
panca wahyudi;22/11/2023;5;"hari ini ganti oli mobil sekaligus recall front passenger's @honda kencana keranji. good experience u/ tingkat pelayanannya.mulai dari tindakan security sampai ke Service Advisor nya, Mb Talitha Ivana dibantu sekali & diberi penjelasan yg baik recomen u/ yg ada kebutuhan terkait kendaraan ""Mobil"" Honda hold on untuk services baiknya👌🏻☕️";;
Deni dwi prasetyo;20/11/2023;1;Bintang 1 karna untuk update pengerjaan mobil yg d service ngk ada.. Apk cuma bisa buat boking doang .. menuh menuhin memory hp doang. Harusnya apk ini bisa untuk pengecekan pengerjaan mobil sudah selesai atau belum di servicenya&total biaya .. Jadi sbg pengguna H-ECARE terbantu dengan adanya info tersebut.;;
Merwan Kristian;15/11/2023;5;Keren lebih mudah, untuk jadwal servis tidak menunggu antrian lagi. Saya sudah mencoba sekali, menggunakannya bagus kok tinggal klik boking, waktu dan jamnya. Tinggal ke loket tunjukin boking kita, langsung dilayani tanpa ngambil no antrian lagi. Buat rekan2 yang baru membeli mobil, emang agak lama verifikasinya karena satunya menunggu STNKnya di verifikasi dari aplikasi. Tq ini review saya kalau saya pribadi puas dengan pelayanan aplikasi ini.;;
RMabroy;09/11/2023;1;No rangka dan mesin ga sesuai padahal ngikutin yg d stnk. Aneh wkwk;;
Dadan Budiana;09/11/2023;2;masih susah registrasi dan approve verifikasinya bertele tele menyulitkan kita semuanya 🤔 segini dulu ratingnya;;
Zie Fauzi;09/11/2023;1;Sekelas HONDA punya aplikasi sampah begini ya, mau daftar susah bener, malah di notif kalau mobil sdh pernah di daftarkan, lah.... baru jg di instal ini aplikasi, baru jg pny mobil merk HONDA, plat nomer jg blm ada sebulan umurnya... ya mobil nya, ya bengkelnya, ya aftersales nya, bahkan smpe aplikasinya jg sampah.. nyesel bner ambil ni mobil.. mobil baru sebulan jg trouble nya udh bejibun...;;
Samir Abdullah;08/11/2023;5;Nilai 10 dah pelayanan terbaik salesnya juga sangat ramah;;
Sulardi D5ku;31/10/2023;4;Mantap pakai Mobil Honda.;;
Budi Santoso;29/10/2023;5;Good aplication;;
